timestamp_epoch,timestamp_iso,rue_cluster,tlvr_cluster,eei,fpp,mis,system_throughput_msgs_per_sec,msg_in_rate_total,msg_out_rate_total,bytes_in_rate_total,bytes_out_rate_total,clearing_cycles_rate,checkpoint_cpu_cluster,checkpoint_memory_cluster,checkpoint_network_cluster,throughput_tenant_fraud_in,throughput_tenant_fraud_out,throughput_tenant_fraud_total,latency_tenant_fraud_p50_ms,latency_tenant_fraud_p90_ms,latency_tenant_fraud_p95_ms,latency_tenant_fraud_p99_ms,latency_tenant_fraud_p999_ms,migration_tenant_fraud_downtime_sec,migration_tenant_fraud_transfer_sec,migration_tenant_fraud_downtime_total_sec,migration_tenant_fraud_transfer_total_sec,checkpoint_tenant_fraud_cpu,checkpoint_tenant_fraud_memory,checkpoint_tenant_fraud_network,throughput_tenant_clickstream_in,throughput_tenant_clickstream_out,throughput_tenant_clickstream_total,latency_tenant_clickstream_p50_ms,latency_tenant_clickstream_p90_ms,latency_tenant_clickstream_p95_ms,latency_tenant_clickstream_p99_ms,latency_tenant_clickstream_p999_ms,migration_tenant_clickstream_downtime_sec,migration_tenant_clickstream_transfer_sec,migration_tenant_clickstream_downtime_total_sec,migration_tenant_clickstream_transfer_total_sec,checkpoint_tenant_clickstream_cpu,checkpoint_tenant_clickstream_memory,checkpoint_tenant_clickstream_network,throughput_tenant_ml_in,throughput_tenant_ml_out,throughput_tenant_ml_total,latency_tenant_ml_p50_ms,latency_tenant_ml_p90_ms,latency_tenant_ml_p95_ms,latency_tenant_ml_p99_ms,latency_tenant_ml_p999_ms,migration_tenant_ml_downtime_sec,migration_tenant_ml_transfer_sec,migration_tenant_ml_downtime_total_sec,migration_tenant_ml_transfer_total_sec,checkpoint_tenant_ml_cpu,checkpoint_tenant_ml_memory,checkpoint_tenant_ml_network,throughput_tenant_iot_in,throughput_tenant_iot_out,throughput_tenant_iot_total,latency_tenant_iot_p50_ms,latency_tenant_iot_p90_ms,latency_tenant_iot_p95_ms,latency_tenant_iot_p99_ms,latency_tenant_iot_p999_ms,migration_tenant_iot_downtime_sec,migration_tenant_iot_transfer_sec,migration_tenant_iot_downtime_total_sec,migration_tenant_iot_transfer_total_sec,checkpoint_tenant_iot_cpu,checkpoint_tenant_iot_memory,checkpoint_tenant_iot_network
1776671631,2026-04-20T07:53:51+00:00,0.050021989578587965,0.0,1.0,0.007785051323025187,1.2638592958450319,7.976354125215309,0.0,9.018181818181818,0.0,2052.181818181818,1.0,0.47599847757806385,0.10323972789092423,0.021025669474067556,0.0,1.9940885313038272,1.9940885313038272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11899961939451596,0.025809931972731057,0.005232488306141243,0.0,1.9940885313038272,1.9940885313038272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11899961939451596,0.025809931972731057,0.00542392080514641,0.0,1.9940885313038272,1.9940885313038272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11899961939451596,0.025809931972731057,0.005168677473139521,0.0,1.9940885313038272,1.9940885313038272,399.0902900695801,613.9883041381836,621.4829325675964,628.6491298675537,630.9476702213287,0.001627206802368164,0.0015561580657958984,0.00497126579284668,0.004222393035888672,0.11899961939451596,0.025809931972731057,0.005200582889640382
1776671633,2026-04-20T07:53:53+00:00,0.10284274720509173,0.0,0.0,0.005173698396188001,0.0,5.300832176019359,0.0,8.52909090909091,0.0,1941.8272727272727,0.9454545454545454,1.1227528968660476,0.09734466932165799,0.014015400273395184,0.0,1.3252080440048397,1.3252080440048397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806882242165119,0.024336167330414497,0.0034985492361727768,0.0,1.3252080440048397,1.3252080440048397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806882242165119,0.024336167330414497,0.0036257692083972413,0.0,1.3252080440048397,1.3252080440048397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806882242165119,0.024336167330414497,0.003434939250060544,0.0,1.3252080440048397,1.3252080440048397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806882242165119,0.024336167330414497,0.0034561425787646228
1776671634,2026-04-20T07:53:54+00:00,0.10284274720509173,0.0,0.0,0.005173698396188001,0.0,5.300832176019359,0.0,8.527854242424242,0.0,1941.6602777272726,0.9454545454545454,1.1227528968660476,0.09734466932165799,0.014015400273395184,0.0,1.3252080440048397,1.3252080440048397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806882242165119,0.024336167330414497,0.0034985492361727768,0.0,1.3252080440048397,1.3252080440048397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806882242165119,0.024336167330414497,0.0036257692083972413,0.0,1.3252080440048397,1.3252080440048397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806882242165119,0.024336167330414497,0.003434939250060544,0.0,1.3252080440048397,1.3252080440048397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806882242165119,0.024336167330414497,0.0034561425787646228
1776671635,2026-04-20T07:53:55+00:00,0.10284274720509173,0.0,0.0,0.005173698396188001,0.0,5.300832176019359,0.0,8.527495575757575,0.0,1941.6117677272725,0.9454545454545454,1.1227528968660476,0.09734466932165799,0.014015400273395184,0.0,1.3252080440048397,1.3252080440048397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806882242165119,0.024336167330414497,0.0034985492361727768,0.0,1.3252080440048397,1.3252080440048397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806882242165119,0.024336167330414497,0.0036257692083972413,0.0,1.3252080440048397,1.3252080440048397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806882242165119,0.024336167330414497,0.003434939250060544,0.0,1.3252080440048397,1.3252080440048397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806882242165119,0.024336167330414497,0.0034561425787646228
1776671636,2026-04-20T07:53:56+00:00,0.10284274720509173,0.0,0.0,0.005173698396188001,0.0,5.300832176019359,0.0,8.527140909090908,0.0,1941.5639777272727,0.9454545454545454,1.1227528968660476,0.09734466932165799,0.014015400273395184,0.0,1.3252080440048397,1.3252080440048397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806882242165119,0.024336167330414497,0.0034985492361727768,0.0,1.3252080440048397,1.3252080440048397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806882242165119,0.024336167330414497,0.0036257692083972413,0.0,1.3252080440048397,1.3252080440048397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806882242165119,0.024336167330414497,0.003434939250060544,0.0,1.3252080440048397,1.3252080440048397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806882242165119,0.024336167330414497,0.0034561425787646228
1776671637,2026-04-20T07:53:57+00:00,0.10284274720509173,0.0,0.0,0.005173698396188001,0.0,5.300832176019359,0.0,8.526788575757575,0.0,1941.5164127272726,0.9454545454545454,1.1227528968660476,0.09734466932165799,0.014015400273395184,0.0,1.3252080440048397,1.3252080440048397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806882242165119,0.024336167330414497,0.0034985492361727768,0.0,1.3252080440048397,1.3252080440048397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806882242165119,0.024336167330414497,0.0036257692083972413,0.0,1.3252080440048397,1.3252080440048397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806882242165119,0.024336167330414497,0.003434939250060544,0.0,1.3252080440048397,1.3252080440048397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2806882242165119,0.024336167330414497,0.0034561425787646228
1776671638,2026-04-20T07:53:58+00:00,0.9364115477671462,0.0,0.06666666666666667,0.007344199360354167,0.3413054943084717,7.980696638251528,0.0,8.381818181818181,72878.14545454545,1909.6,0.9272727272727272,11.113725686749017,0.10211192454520111,0.02110096191153704,0.0,1.995174159562882,1.995174159562882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7784314216872543,0.02552798113630028,0.005267259781246009,0.0,1.995174159562882,1.995174159562882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7784314216872543,0.02552798113630028,0.005426873714011039,0.0,1.995174159562882,1.995174159562882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7784314216872543,0.02552798113630028,0.00517149142158699,0.0,1.995174159562882,1.995174159562882,379.1470527648926,551.6055822372437,576.1119961738586,583.2043051719666,584.5666756629944,0.004450321197509766,0.0034999847412109375,0.004450321197509766,0.0034999847412109375,2.7784314216872543,0.02552798113630028,0.005235336994693003
1776671639,2026-04-20T07:53:59+00:00,0.9364115477671462,0.0,0.06666666666666667,0.007344199360354167,0.3413054943084717,7.980696638251528,0.0,8.381818181818181,72878.14545454545,1909.6,0.9272727272727272,11.113725686749017,0.10211192454520111,0.02110096191153704,0.0,1.995174159562882,1.995174159562882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7784314216872543,0.02552798113630028,0.005267259781246009,0.0,1.995174159562882,1.995174159562882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7784314216872543,0.02552798113630028,0.005426873714011039,0.0,1.995174159562882,1.995174159562882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7784314216872543,0.02552798113630028,0.00517149142158699,0.0,1.995174159562882,1.995174159562882,379.1470527648926,551.6055822372437,576.1119961738586,583.2043051719666,584.5666756629944,0.004450321197509766,0.0034999847412109375,0.004450321197509766,0.0034999847412109375,2.7784314216872543,0.02552798113630028,0.005235336994693003
1776671640,2026-04-20T07:54:00+00:00,0.9364115477671462,0.0,0.06666666666666667,0.007344199360354167,0.3413054943084717,7.980696638251528,0.0,8.381818181818181,72878.14545454545,1909.6,0.9272727272727272,11.113725686749017,0.10211192454520111,0.02110096191153704,0.0,1.995174159562882,1.995174159562882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7784314216872543,0.02552798113630028,0.005267259781246009,0.0,1.995174159562882,1.995174159562882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7784314216872543,0.02552798113630028,0.005426873714011039,0.0,1.995174159562882,1.995174159562882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7784314216872543,0.02552798113630028,0.00517149142158699,0.0,1.995174159562882,1.995174159562882,379.1470527648926,551.6055822372437,576.1119961738586,583.2043051719666,584.5666756629944,0.004450321197509766,0.0034999847412109375,0.004450321197509766,0.0034999847412109375,2.7784314216872543,0.02552798113630028,0.005235336994693003
1776671641,2026-04-20T07:54:01+00:00,0.9364115477671462,0.0,0.06666666666666667,0.007344199360354167,0.3413054943084717,7.980696638251528,0.0,8.381818181818181,72878.14545454545,1909.6,0.9272727272727272,11.113725686749017,0.10211192454520111,0.02110096191153704,0.0,1.995174159562882,1.995174159562882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7784314216872543,0.02552798113630028,0.005267259781246009,0.0,1.995174159562882,1.995174159562882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7784314216872543,0.02552798113630028,0.005426873714011039,0.0,1.995174159562882,1.995174159562882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7784314216872543,0.02552798113630028,0.00517149142158699,0.0,1.995174159562882,1.995174159562882,379.1470527648926,551.6055822372437,576.1119961738586,583.2043051719666,584.5666756629944,0.004450321197509766,0.0034999847412109375,0.004450321197509766,0.0034999847412109375,2.7784314216872543,0.02552798113630028,0.005235336994693003
