timestamp_epoch,timestamp_iso,rue_cluster,tlvr_cluster,eei,fpp,mis,system_throughput_msgs_per_sec,msg_in_rate_total,msg_out_rate_total,bytes_in_rate_total,bytes_out_rate_total,clearing_cycles_rate,checkpoint_cpu_cluster,checkpoint_memory_cluster,checkpoint_network_cluster,throughput_tenant_fraud_in,throughput_tenant_fraud_out,throughput_tenant_fraud_total,latency_tenant_fraud_p50_ms,latency_tenant_fraud_p90_ms,latency_tenant_fraud_p95_ms,latency_tenant_fraud_p99_ms,latency_tenant_fraud_p999_ms,migration_tenant_fraud_downtime_sec,migration_tenant_fraud_transfer_sec,migration_tenant_fraud_downtime_total_sec,migration_tenant_fraud_transfer_total_sec,checkpoint_tenant_fraud_cpu,checkpoint_tenant_fraud_memory,checkpoint_tenant_fraud_network,throughput_tenant_clickstream_in,throughput_tenant_clickstream_out,throughput_tenant_clickstream_total,latency_tenant_clickstream_p50_ms,latency_tenant_clickstream_p90_ms,latency_tenant_clickstream_p95_ms,latency_tenant_clickstream_p99_ms,latency_tenant_clickstream_p999_ms,migration_tenant_clickstream_downtime_sec,migration_tenant_clickstream_transfer_sec,migration_tenant_clickstream_downtime_total_sec,migration_tenant_clickstream_transfer_total_sec,checkpoint_tenant_clickstream_cpu,checkpoint_tenant_clickstream_memory,checkpoint_tenant_clickstream_network,throughput_tenant_ml_in,throughput_tenant_ml_out,throughput_tenant_ml_total,latency_tenant_ml_p50_ms,latency_tenant_ml_p90_ms,latency_tenant_ml_p95_ms,latency_tenant_ml_p99_ms,latency_tenant_ml_p999_ms,migration_tenant_ml_downtime_sec,migration_tenant_ml_transfer_sec,migration_tenant_ml_downtime_total_sec,migration_tenant_ml_transfer_total_sec,checkpoint_tenant_ml_cpu,checkpoint_tenant_ml_memory,checkpoint_tenant_ml_network,throughput_tenant_iot_in,throughput_tenant_iot_out,throughput_tenant_iot_total,latency_tenant_iot_p50_ms,latency_tenant_iot_p90_ms,latency_tenant_iot_p95_ms,latency_tenant_iot_p99_ms,latency_tenant_iot_p999_ms,migration_tenant_iot_downtime_sec,migration_tenant_iot_transfer_sec,migration_tenant_iot_downtime_total_sec,migration_tenant_iot_transfer_total_sec,checkpoint_tenant_iot_cpu,checkpoint_tenant_iot_memory,checkpoint_tenant_iot_network,throughput_tenant_fraud_2_in,throughput_tenant_fraud_2_out,throughput_tenant_fraud_2_total,latency_tenant_fraud_2_p50_ms,latency_tenant_fraud_2_p90_ms,latency_tenant_fraud_2_p95_ms,latency_tenant_fraud_2_p99_ms,latency_tenant_fraud_2_p999_ms,migration_tenant_fraud_2_downtime_sec,migration_tenant_fraud_2_transfer_sec,migration_tenant_fraud_2_downtime_total_sec,migration_tenant_fraud_2_transfer_total_sec,checkpoint_tenant_fraud_2_cpu,checkpoint_tenant_fraud_2_memory,checkpoint_tenant_fraud_2_network,throughput_tenant_web_in,throughput_tenant_web_out,throughput_tenant_web_total,latency_tenant_web_p50_ms,latency_tenant_web_p90_ms,latency_tenant_web_p95_ms,latency_tenant_web_p99_ms,latency_tenant_web_p999_ms,migration_tenant_web_downtime_sec,migration_tenant_web_transfer_sec,migration_tenant_web_downtime_total_sec,migration_tenant_web_transfer_total_sec,checkpoint_tenant_web_cpu,checkpoint_tenant_web_memory,checkpoint_tenant_web_network,throughput_tenant_intrusion_in,throughput_tenant_intrusion_out,throughput_tenant_intrusion_total,latency_tenant_intrusion_p50_ms,latency_tenant_intrusion_p90_ms,latency_tenant_intrusion_p95_ms,latency_tenant_intrusion_p99_ms,latency_tenant_intrusion_p999_ms,migration_tenant_intrusion_downtime_sec,migration_tenant_intrusion_transfer_sec,migration_tenant_intrusion_downtime_total_sec,migration_tenant_intrusion_transfer_total_sec,checkpoint_tenant_intrusion_cpu,checkpoint_tenant_intrusion_memory,checkpoint_tenant_intrusion_network,throughput_tenant_iot_2_in,throughput_tenant_iot_2_out,throughput_tenant_iot_2_total,latency_tenant_iot_2_p50_ms,latency_tenant_iot_2_p90_ms,latency_tenant_iot_2_p95_ms,latency_tenant_iot_2_p99_ms,latency_tenant_iot_2_p999_ms,migration_tenant_iot_2_downtime_sec,migration_tenant_iot_2_transfer_sec,migration_tenant_iot_2_downtime_total_sec,migration_tenant_iot_2_transfer_total_sec,checkpoint_tenant_iot_2_cpu,checkpoint_tenant_iot_2_memory,checkpoint_tenant_iot_2_network
1776689646,2026-04-20T12:54:06+00:00,12.880367197064684,0.0,0.9666666666666666,0.34999742000944695,0.0,658.7353627476144,220.30046666666667,4.909090909090909,294845.9442511111,1827.2909090909088,0.9818181818181818,63.09368022940265,0.11953496217804796,14.068987990807413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.7369690435318,1.9991968520413186,656.7361658955731,14311.03253364563,17246.819138526917,17572.169971466064,17846.62628889084,17902.153279542923,0.0031709671020507812,0.0018811225891113281,0.0031709671020507812,0.0018811225891113281,62.902197133107045,0.11917218535808423,14.062430625132716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776689647,2026-04-20T12:54:07+00:00,12.880367197064684,0.0,0.9666666666666666,0.34999742000944695,0.0,658.7353627476144,232.68444888888888,4.909090909090909,311418.77224222216,1827.2909090909088,0.9818181818181818,63.09368022940265,0.11953496217804796,14.068987990807413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.7369690435318,1.9991968520413186,656.7361658955731,14311.03253364563,17246.819138526917,17572.169971466064,17846.62628889084,17902.153279542923,0.0031709671020507812,0.0018811225891113281,0.0031709671020507812,0.0018811225891113281,62.902197133107045,0.11917218535808423,14.062430625132716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776689648,2026-04-20T12:54:08+00:00,12.880367197064684,0.0,0.9666666666666666,0.34999742000944695,0.0,658.7353627476144,244.8811288888889,4.909090909090909,327740.9435822222,1827.2909090909088,0.9818181818181818,63.09368022940265,0.11953496217804796,14.068987990807413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,654.7369690435318,1.9991968520413186,656.7361658955731,14311.03253364563,17246.819138526917,17572.169971466064,17846.62628889084,17902.153279542923,0.0031709671020507812,0.0018811225891113281,0.0031709671020507812,0.0018811225891113281,62.902197133107045,0.11917218535808423,14.062430625132716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776689649,2026-04-20T12:54:09+00:00,12.703953870264531,0.0,0.9666666666666666,0.3463418467434914,0.0,651.8551537982607,256.30613999999997,4.909090909090909,343242.23535,1828.4363636363635,0.9818181818181818,62.18454680092527,0.11956544334955398,13.919610977312361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.8560424252652,1.9995556864977322,649.855598111763,19036.513447761536,21850.55274963379,22212.758553028107,22555.21063566208,22605.68363404274,0.0031709671020507812,0.0018811225891113281,0.0031709671020507812,0.0018811225891113281,61.99379665736415,0.11919867818590504,13.91305243466065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776689650,2026-04-20T12:54:10+00:00,12.703953870264531,0.0,0.9666666666666666,0.3463418467434914,0.0,651.8551537982607,268.64766,4.909090909090909,359753.73804,1828.4363636363635,0.9818181818181818,62.18454680092527,0.11956544334955398,13.919610977312361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.8560424252652,1.9995556864977322,649.855598111763,19036.513447761536,21850.55274963379,22212.758553028107,22555.21063566208,22605.68363404274,0.0031709671020507812,0.0018811225891113281,0.0031709671020507812,0.0018811225891113281,61.99379665736415,0.11919867818590504,13.91305243466065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776689651,2026-04-20T12:54:11+00:00,12.703953870264531,0.0,0.9666666666666666,0.3463418467434914,0.0,651.8551537982607,280.96722,4.909090909090909,376265.24072999996,1828.4363636363635,0.9818181818181818,62.18454680092527,0.11956544334955398,13.919610977312361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.8560424252652,1.9995556864977322,649.855598111763,19036.513447761536,21850.55274963379,22212.758553028107,22555.21063566208,22605.68363404274,0.0031709671020507812,0.0018811225891113281,0.0031709671020507812,0.0018811225891113281,61.99379665736415,0.11919867818590504,13.91305243466065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776689652,2026-04-20T12:54:12+00:00,12.703953870264531,0.0,0.9666666666666666,0.3463418467434914,0.0,651.8551537982607,293.38559999999995,4.909090909090909,392879.66462999996,1828.4363636363635,0.9818181818181818,62.18454680092527,0.11956544334955398,13.919610977312361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,647.8560424252652,1.9995556864977322,649.855598111763,19036.513447761536,21850.55274963379,22212.758553028107,22555.21063566208,22605.68363404274,0.0031709671020507812,0.0018811225891113281,0.0031709671020507812,0.0018811225891113281,61.99379665736415,0.11919867818590504,13.91305243466065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776689654,2026-04-20T12:54:14+00:00,13.02420192825368,0.0,0.9666666666666666,0.35884616281685516,0.0,675.3897135223747,306.37336799999997,5.0,410400.5865706667,1863.418181818182,1.0,63.612259994205324,0.1183766776608188,14.414574897655935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.3933246849642,1.9981944187052505,673.3915191036695,23792.192935943604,26616.54260158539,26985.79124212265,27245.17740726471,27303.880240678787,0.0031709671020507812,0.0018811225891113281,0.0031709671020507812,0.0018811225891113281,63.424058041559746,0.11802645080383413,14.408020819962584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776689655,2026-04-20T12:54:15+00:00,13.02420192825368,0.0,0.9666666666666666,0.35884616281685516,0.0,675.3897135223747,318.719856,5.0,426938.06172266667,1863.418181818182,1.0,63.612259994205324,0.1183766776608188,14.414574897655935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.3933246849642,1.9981944187052505,673.3915191036695,23792.192935943604,26616.54260158539,26985.79124212265,27245.17740726471,27303.880240678787,0.0031709671020507812,0.0018811225891113281,0.0031709671020507812,0.0018811225891113281,63.424058041559746,0.11802645080383413,14.408020819962584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776689656,2026-04-20T12:54:16+00:00,13.02420192825368,0.0,0.9666666666666666,0.35884616281685516,0.0,675.3897135223747,331.13236799999993,5.0,443578.7118533333,1863.418181818182,1.0,63.612259994205324,0.1183766776608188,14.414574897655935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,671.3933246849642,1.9981944187052505,673.3915191036695,23792.192935943604,26616.54260158539,26985.79124212265,27245.17740726471,27303.880240678787,0.0031709671020507812,0.0018811225891113281,0.0031709671020507812,0.0018811225891113281,63.424058041559746,0.11802645080383413,14.408020819962584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
