timestamp_epoch,timestamp_iso,rue_cluster,tlvr_cluster,eei,fpp,mis,system_throughput_msgs_per_sec,msg_in_rate_total,msg_out_rate_total,bytes_in_rate_total,bytes_out_rate_total,clearing_cycles_rate,checkpoint_cpu_cluster,checkpoint_memory_cluster,checkpoint_network_cluster,throughput_tenant_fraud_in,throughput_tenant_fraud_out,throughput_tenant_fraud_total,latency_tenant_fraud_p50_ms,latency_tenant_fraud_p90_ms,latency_tenant_fraud_p95_ms,latency_tenant_fraud_p99_ms,latency_tenant_fraud_p999_ms,migration_tenant_fraud_downtime_sec,migration_tenant_fraud_transfer_sec,migration_tenant_fraud_downtime_total_sec,migration_tenant_fraud_transfer_total_sec,checkpoint_tenant_fraud_cpu,checkpoint_tenant_fraud_memory,checkpoint_tenant_fraud_network,throughput_tenant_web_in,throughput_tenant_web_out,throughput_tenant_web_total,latency_tenant_web_p50_ms,latency_tenant_web_p90_ms,latency_tenant_web_p95_ms,latency_tenant_web_p99_ms,latency_tenant_web_p999_ms,migration_tenant_web_downtime_sec,migration_tenant_web_transfer_sec,migration_tenant_web_downtime_total_sec,migration_tenant_web_transfer_total_sec,checkpoint_tenant_web_cpu,checkpoint_tenant_web_memory,checkpoint_tenant_web_network,throughput_tenant_intrusion_in,throughput_tenant_intrusion_out,throughput_tenant_intrusion_total,latency_tenant_intrusion_p50_ms,latency_tenant_intrusion_p90_ms,latency_tenant_intrusion_p95_ms,latency_tenant_intrusion_p99_ms,latency_tenant_intrusion_p999_ms,migration_tenant_intrusion_downtime_sec,migration_tenant_intrusion_transfer_sec,migration_tenant_intrusion_downtime_total_sec,migration_tenant_intrusion_transfer_total_sec,checkpoint_tenant_intrusion_cpu,checkpoint_tenant_intrusion_memory,checkpoint_tenant_intrusion_network,throughput_tenant_iot_in,throughput_tenant_iot_out,throughput_tenant_iot_total,latency_tenant_iot_p50_ms,latency_tenant_iot_p90_ms,latency_tenant_iot_p95_ms,latency_tenant_iot_p99_ms,latency_tenant_iot_p999_ms,migration_tenant_iot_downtime_sec,migration_tenant_iot_transfer_sec,migration_tenant_iot_downtime_total_sec,migration_tenant_iot_transfer_total_sec,checkpoint_tenant_iot_cpu,checkpoint_tenant_iot_memory,checkpoint_tenant_iot_network
1776671307,2026-04-20T07:48:27+00:00,0.08088369894986122,0.06521739130434782,1.0,0.007758770930239854,22.629437166994272,7.94942794185341,5.488333143939394,8.892587272727273,6050.789215340908,2433.8829077056275,0.9818181818181818,0.8413511238014337,0.10744003332445519,0.02181323027244576,0.0,1.9873569854633526,1.9873569854633526,282.2918891906738,488.80670070648193,499.5760917663574,510.3470206260681,512.6061322689056,0.0009391307830810547,0.0008606910705566406,0.002241849899291992,0.002021312713623047,0.21033778095035843,0.026860008331113797,0.005437408712227732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9873569854633526,1.9873569854633526,3207.050323486328,5775.485014915467,6068.586111068726,6323.798713684082,6377.37491607666,0.0009553432464599609,0.0008883476257324219,0.012249231338500977,0.010742902755737305,0.21033778095035843,0.026860008331113797,0.005373813288692905
1776671308,2026-04-20T07:48:28+00:00,0.32033331940994314,0.07095709570957096,1.0,0.007770770465394414,22.629437166994272,7.961722342719806,5.261550505050504,8.726931742424242,5851.753154646465,2394.9355575757572,0.9636363636363636,3.7142032832565057,0.10744003332445519,0.022356516338357217,0.0,1.9904305856799516,1.9904305856799516,281.77380561828613,488.5754585266113,499.4816780090332,510.33031940460205,512.6044392585754,0.0009391307830810547,0.0008606910705566406,0.002241849899291992,0.002021312713623047,0.9285508208141264,0.026860008331113797,0.005541358750532985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9904305856799516,1.9904305856799516,3207.050323486328,5775.485014915467,6068.586111068726,6323.798713684082,6377.37491607666,0.0009553432464599609,0.0008883476257324219,0.012249231338500977,0.010742902755737305,0.9285508208141264,0.026860008331113797,0.005509511861162107
1776671309,2026-04-20T07:48:29+00:00,0.32033331940994314,0.07095709570957096,1.0,0.007770770465394414,22.629437166994272,7.961722342719806,5.321661616161617,8.727382575757575,5904.481419090909,2394.9969275757576,0.9636363636363636,3.7142032832565057,0.10744003332445519,0.022356516338357217,0.0,1.9904305856799516,1.9904305856799516,281.77380561828613,488.5754585266113,499.4816780090332,510.33031940460205,512.6044392585754,0.0009391307830810547,0.0008606910705566406,0.002241849899291992,0.002021312713623047,0.9285508208141264,0.026860008331113797,0.005541358750532985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9904305856799516,1.9904305856799516,3207.050323486328,5775.485014915467,6068.586111068726,6323.798713684082,6377.37491607666,0.0009553432464599609,0.0008883476257324219,0.012249231338500977,0.010742902755737305,0.9285508208141264,0.026860008331113797,0.005509511861162107
1776671310,2026-04-20T07:48:30+00:00,0.32033331940994314,0.07095709570957096,1.0,0.007770770465394414,22.629437166994272,7.961722342719806,5.382439393939394,8.727838825757576,5957.7944702020195,2395.058920909091,0.9636363636363636,3.7142032832565057,0.10744003332445519,0.022356516338357217,0.0,1.9904305856799516,1.9904305856799516,281.77380561828613,488.5754585266113,499.4816780090332,510.33031940460205,512.6044392585754,0.0009391307830810547,0.0008606910705566406,0.002241849899291992,0.002021312713623047,0.9285508208141264,0.026860008331113797,0.005541358750532985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9904305856799516,1.9904305856799516,3207.050323486328,5775.485014915467,6068.586111068726,6323.798713684082,6377.37491607666,0.0009553432464599609,0.0008883476257324219,0.012249231338500977,0.010742902755737305,0.9285508208141264,0.026860008331113797,0.005509511861162107
1776671311,2026-04-20T07:48:31+00:00,0.32033331940994314,0.07095709570957096,1.0,0.007770770465394414,22.629437166994272,7.961722342719806,5.442383838383838,8.728287992424242,6010.42527020202,2395.1200075757574,0.9636363636363636,3.7142032832565057,0.10744003332445519,0.022356516338357217,0.0,1.9904305856799516,1.9904305856799516,281.77380561828613,488.5754585266113,499.4816780090332,510.33031940460205,512.6044392585754,0.0009391307830810547,0.0008606910705566406,0.002241849899291992,0.002021312713623047,0.9285508208141264,0.026860008331113797,0.005541358750532985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9904305856799516,1.9904305856799516,3207.050323486328,5775.485014915467,6068.586111068726,6323.798713684082,6377.37491607666,0.0009553432464599609,0.0008883476257324219,0.012249231338500977,0.010742902755737305,0.9285508208141264,0.026860008331113797,0.005509511861162107
1776671312,2026-04-20T07:48:32+00:00,0.32033331940994314,0.07095709570957096,1.0,0.007770770465394414,22.629437166994272,7.961722342719806,5.501383838383838,8.728730075757575,6062.081425757575,2395.1801309090906,0.9636363636363636,3.7142032832565057,0.10744003332445519,0.022356516338357217,0.0,1.9904305856799516,1.9904305856799516,281.77380561828613,488.5754585266113,499.4816780090332,510.33031940460205,512.6044392585754,0.0009391307830810547,0.0008606910705566406,0.002241849899291992,0.002021312713623047,0.9285508208141264,0.026860008331113797,0.005541358750532985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9904305856799516,1.9904305856799516,3207.050323486328,5775.485014915467,6068.586111068726,6323.798713684082,6377.37491607666,0.0009553432464599609,0.0008883476257324219,0.012249231338500977,0.010742902755737305,0.9285508208141264,0.026860008331113797,0.005509511861162107
1776671313,2026-04-20T07:48:33+00:00,0.06492512746543692,0.07792207792207792,0.9660766961651919,0.0022741291120214257,22.629437166994272,7.944769480582518,10.523514787878788,8.726940168350168,11703.69090048485,2403.409418181818,0.9636363636363636,0.6497974906502249,0.10744003332445519,0.021864005610563085,0.0,1.9861923701456294,1.9861923701456294,246.45483493804932,338.48800659179693,488.69107961654663,507.58101940155024,512.3521807193756,0.0009391307830810547,0.0008606910705566406,0.002241849899291992,0.002021312713623047,0.1624493726625562,0.026860008331113797,0.005466001402640771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9861923701456294,1.9861923701456294,3207.050323486328,5775.485014915467,6068.586111068726,6323.798713684082,6377.37491607666,0.0009553432464599609,0.0008883476257324219,0.012249231338500977,0.010742902755737305,0.1624493726625562,0.026860008331113797,0.005370664168873782
1776671314,2026-04-20T07:48:34+00:00,0.06492512746543692,0.07792207792207792,0.9660766961651919,0.0022741291120214257,22.629437166994272,7.944769480582518,10.629460454545455,8.727333872053872,11796.623321151514,2403.462961885522,0.9636363636363636,0.6497974906502249,0.10744003332445519,0.021864005610563085,0.0,1.9861923701456294,1.9861923701456294,246.45483493804932,338.48800659179693,488.69107961654663,507.58101940155024,512.3521807193756,0.0009391307830810547,0.0008606910705566406,0.002241849899291992,0.002021312713623047,0.1624493726625562,0.026860008331113797,0.005466001402640771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9861923701456294,1.9861923701456294,3207.050323486328,5775.485014915467,6068.586111068726,6323.798713684082,6377.37491607666,0.0009553432464599609,0.0008883476257324219,0.012249231338500977,0.010742902755737305,0.1624493726625562,0.026860008331113797,0.005370664168873782
1776671315,2026-04-20T07:48:35+00:00,0.06492512746543692,0.07792207792207792,0.9660766961651919,0.0022741291120214257,22.629437166994272,7.944769480582518,10.735505787878788,8.727727946127946,11889.643166484848,2403.5165559595957,0.9636363636363636,0.6497974906502249,0.10744003332445519,0.021864005610563085,0.0,1.9861923701456294,1.9861923701456294,246.45483493804932,338.48800659179693,488.69107961654663,507.58101940155024,512.3521807193756,0.0009391307830810547,0.0008606910705566406,0.002241849899291992,0.002021312713623047,0.1624493726625562,0.026860008331113797,0.005466001402640771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9861923701456294,1.9861923701456294,3207.050323486328,5775.485014915467,6068.586111068726,6323.798713684082,6377.37491607666,0.0009553432464599609,0.0008883476257324219,0.012249231338500977,0.010742902755737305,0.1624493726625562,0.026860008331113797,0.005370664168873782
1776671316,2026-04-20T07:48:36+00:00,0.06492512746543692,0.07792207792207792,0.9660766961651919,0.0022741291120214257,22.629437166994272,7.944769480582518,10.84214912121212,8.728124242424242,11983.187559818181,2403.570452255892,0.9636363636363636,0.6497974906502249,0.10744003332445519,0.021864005610563085,0.0,1.9861923701456294,1.9861923701456294,246.45483493804932,338.48800659179693,488.69107961654663,507.58101940155024,512.3521807193756,0.0009391307830810547,0.0008606910705566406,0.002241849899291992,0.002021312713623047,0.1624493726625562,0.026860008331113797,0.005466001402640771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9861923701456294,1.9861923701456294,3207.050323486328,5775.485014915467,6068.586111068726,6323.798713684082,6377.37491607666,0.0009553432464599609,0.0008883476257324219,0.012249231338500977,0.010742902755737305,0.1624493726625562,0.026860008331113797,0.005370664168873782
