timestamp_epoch,timestamp_iso,rue_cluster,tlvr_cluster,eei,fpp,mis,system_throughput_msgs_per_sec,msg_in_rate_total,msg_out_rate_total,bytes_in_rate_total,bytes_out_rate_total,clearing_cycles_rate,checkpoint_cpu_cluster,checkpoint_memory_cluster,checkpoint_network_cluster,throughput_tenant_fraud_in,throughput_tenant_fraud_out,throughput_tenant_fraud_total,latency_tenant_fraud_p50_ms,latency_tenant_fraud_p90_ms,latency_tenant_fraud_p95_ms,latency_tenant_fraud_p99_ms,latency_tenant_fraud_p999_ms,migration_tenant_fraud_downtime_sec,migration_tenant_fraud_transfer_sec,migration_tenant_fraud_downtime_total_sec,migration_tenant_fraud_transfer_total_sec,checkpoint_tenant_fraud_cpu,checkpoint_tenant_fraud_memory,checkpoint_tenant_fraud_network,throughput_tenant_clickstream_in,throughput_tenant_clickstream_out,throughput_tenant_clickstream_total,latency_tenant_clickstream_p50_ms,latency_tenant_clickstream_p90_ms,latency_tenant_clickstream_p95_ms,latency_tenant_clickstream_p99_ms,latency_tenant_clickstream_p999_ms,migration_tenant_clickstream_downtime_sec,migration_tenant_clickstream_transfer_sec,migration_tenant_clickstream_downtime_total_sec,migration_tenant_clickstream_transfer_total_sec,checkpoint_tenant_clickstream_cpu,checkpoint_tenant_clickstream_memory,checkpoint_tenant_clickstream_network,throughput_tenant_ml_in,throughput_tenant_ml_out,throughput_tenant_ml_total,latency_tenant_ml_p50_ms,latency_tenant_ml_p90_ms,latency_tenant_ml_p95_ms,latency_tenant_ml_p99_ms,latency_tenant_ml_p999_ms,migration_tenant_ml_downtime_sec,migration_tenant_ml_transfer_sec,migration_tenant_ml_downtime_total_sec,migration_tenant_ml_transfer_total_sec,checkpoint_tenant_ml_cpu,checkpoint_tenant_ml_memory,checkpoint_tenant_ml_network,throughput_tenant_iot_in,throughput_tenant_iot_out,throughput_tenant_iot_total,latency_tenant_iot_p50_ms,latency_tenant_iot_p90_ms,latency_tenant_iot_p95_ms,latency_tenant_iot_p99_ms,latency_tenant_iot_p999_ms,migration_tenant_iot_downtime_sec,migration_tenant_iot_transfer_sec,migration_tenant_iot_downtime_total_sec,migration_tenant_iot_transfer_total_sec,checkpoint_tenant_iot_cpu,checkpoint_tenant_iot_memory,checkpoint_tenant_iot_network
1776682110,2026-04-20T10:48:30+00:00,0.0,0.0,0.0,0.0,0.0,0.0,482.9508869999999,8.051766666666666,647262.373457,2334.0160800000003,0.8925676666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776682111,2026-04-20T10:48:31+00:00,0.0,0.0,0.0,0.0,0.0,0.0,473.53948199999996,7.8948566666666675,634648.520912,2288.57264,0.8751890000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1776682112,2026-04-20T10:48:32+00:00,0.0,0.0,0.0,0.0,0.0,0.0,463.995522,7.735736666666668,621857.0084719999,2242.40313,0.8575326666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14140694898601275,0.025617900592243066,0.0061964161712649134,0.0,1.9962680964126653,1.9962680964126653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14140694898601275,0.025617900592243066,0.0064199981980631315,0.0,1.9962680964126653,1.9962680964126653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14140694898601275,0.025617900592243066,0.006132535592179708,0.0,1.9962680964126653,1.9962680964126653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14140694898601275,0.025617900592243066,0.006164475881722311
1776682113,2026-04-20T10:48:33+00:00,0.057751068679687774,0.0,0.0,0.007793560486970424,0.0,7.985072385650661,442.9813888888888,7.709961683501683,593891.2033166668,2216.791871144781,0.8545454545454545,0.565627795944051,0.10247160236897226,0.02491342584323006,0.0,1.9962680964126653,1.9962680964126653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14140694898601275,0.025617900592243066,0.0061964161712649134,0.0,1.9962680964126653,1.9962680964126653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14140694898601275,0.025617900592243066,0.0064199981980631315,0.0,1.9962680964126653,1.9962680964126653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14140694898601275,0.025617900592243066,0.006132535592179708,0.0,1.9962680964126653,1.9962680964126653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14140694898601275,0.025617900592243066,0.006164475881722311
1776682114,2026-04-20T10:48:34+00:00,0.057751068679687774,0.0,0.0,0.007793560486970424,0.0,7.985072385650661,433.8363888888889,7.7095679797979795,581618.7679222223,2216.7379844781144,0.8545454545454545,0.565627795944051,0.10247160236897226,0.02491342584323006,0.0,1.9962680964126653,1.9962680964126653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14140694898601275,0.025617900592243066,0.0061964161712649134,0.0,1.9962680964126653,1.9962680964126653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14140694898601275,0.025617900592243066,0.0064199981980631315,0.0,1.9962680964126653,1.9962680964126653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14140694898601275,0.025617900592243066,0.006132535592179708,0.0,1.9962680964126653,1.9962680964126653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14140694898601275,0.025617900592243066,0.006164475881722311
1776682116,2026-04-20T10:48:36+00:00,0.057751068679687774,0.0,0.0,0.007793560486970424,0.0,7.985072385650661,424.7,7.709175387205387,569380.9678111111,2216.684199292929,0.8545454545454545,0.565627795944051,0.10247160236897226,0.02491342584323006,0.0,1.9962680964126653,1.9962680964126653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14140694898601275,0.025617900592243066,0.0061964161712649134,0.0,1.9962680964126653,1.9962680964126653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14140694898601275,0.025617900592243066,0.0064199981980631315,0.0,1.9962680964126653,1.9962680964126653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14140694898601275,0.025617900592243066,0.006132535592179708,0.0,1.9962680964126653,1.9962680964126653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14140694898601275,0.025617900592243066,0.006164475881722311
1776682117,2026-04-20T10:48:37+00:00,0.057751068679687774,0.0,0.0,0.007793560486970424,0.0,7.985072385650661,415.3569444444445,7.708773535353535,556854.5403388889,2216.6291455892256,0.8545454545454545,0.565627795944051,0.10247160236897226,0.02491342584323006,0.0,1.9962680964126653,1.9962680964126653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14140694898601275,0.025617900592243066,0.0061964161712649134,0.0,1.9962680964126653,1.9962680964126653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14140694898601275,0.025617900592243066,0.0064199981980631315,0.0,1.9962680964126653,1.9962680964126653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14140694898601275,0.025617900592243066,0.006132535592179708,0.0,1.9962680964126653,1.9962680964126653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14140694898601275,0.025617900592243066,0.006164475881722311
1776682118,2026-04-20T10:48:38+00:00,15.300006549478587,0.0,0.06666666666666667,0.920245398773006,0.27600774765014646,3912.839542293245,538.2727272727273,7.727272727272727,721199.7090909091,2189.181818181818,0.8545454545454545,99.93206751434009,0.11108558143657639,83.55692549796638,0.0,1.9999179873719626,1.9999179873719626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051076957584635874,5.677770581987037e-05,0.006207745432802571,0.0,1.9999179873719626,1.9999179873719626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051076957584635874,5.677770581987037e-05,0.00643173624738823,0.0,1.9999179873719626,1.9999179873719626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051076957584635874,5.677770581987037e-05,0.006111749369408718,3904.839870343757,1.9999179873719626,3906.839788331129,3460.764169692993,3804.9717903137207,3844.9734807014465,3858.576581478119,3861.3980734348297,0.004068613052368164,0.0032961368560791016,0.004068613052368164,0.0032961368560791016,99.77883664158618,0.11091524831911678,83.53817426691677
1776682119,2026-04-20T10:48:39+00:00,15.300006549478587,0.0,0.06666666666666667,0.920245398773006,0.27600774765014646,3912.839542293245,538.2727272727273,7.727272727272727,721199.7090909091,2189.181818181818,0.8545454545454545,99.93206751434009,0.11108558143657639,83.55692549796638,0.0,1.9999179873719626,1.9999179873719626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051076957584635874,5.677770581987037e-05,0.006207745432802571,0.0,1.9999179873719626,1.9999179873719626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051076957584635874,5.677770581987037e-05,0.00643173624738823,0.0,1.9999179873719626,1.9999179873719626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051076957584635874,5.677770581987037e-05,0.006111749369408718,3904.839870343757,1.9999179873719626,3906.839788331129,3460.764169692993,3804.9717903137207,3844.9734807014465,3858.576581478119,3861.3980734348297,0.004068613052368164,0.0032961368560791016,0.004068613052368164,0.0032961368560791016,99.77883664158618,0.11091524831911678,83.53817426691677
1776682120,2026-04-20T10:48:40+00:00,15.300006549478587,0.0,0.06666666666666667,0.920245398773006,0.27600774765014646,3912.839542293245,538.2727272727273,7.727272727272727,721199.7090909091,2189.181818181818,0.8545454545454545,99.93206751434009,0.11108558143657639,83.55692549796638,0.0,1.9999179873719626,1.9999179873719626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051076957584635874,5.677770581987037e-05,0.006207745432802571,0.0,1.9999179873719626,1.9999179873719626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051076957584635874,5.677770581987037e-05,0.00643173624738823,0.0,1.9999179873719626,1.9999179873719626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051076957584635874,5.677770581987037e-05,0.006111749369408718,3904.839870343757,1.9999179873719626,3906.839788331129,3460.764169692993,3804.9717903137207,3844.9734807014465,3858.576581478119,3861.3980734348297,0.004068613052368164,0.0032961368560791016,0.004068613052368164,0.0032961368560791016,99.77883664158618,0.11091524831911678,83.53817426691677
